sequence,hash,date,type,release,capabilities,subject_capabilities,references,files,insertions,deletions,subject
1232,9401b18467e8aed5246653bd7eabb5beb89ab4ea,2026-06-23T01:13:32Z,feat,no,tasks;drones;worker_state;security_auth;resources;settings;providers;testing_quality,tasks;drones;security_auth;resources,,21,645,0,feat(drones): native /loop coexistence + per-task token-budget governor
1233,f7dc147b71ee90d847af53ec7a0e5c0fcb95ae60,2026-06-23T01:28:09Z,feat,no,tasks;queen;drones;resources;settings;providers;ui_ux;testing_quality,drones,#765,13,748,0,feat(drones): standing background-improvement loops (#765)
1234,c4026ad84145d50ddc19baa7ad955ee866b4ca16,2026-06-23T17:59:43Z,feat,no,providers;ui_ux;testing_quality,,#789,7,763,0,feat(analysis): operator-gated harness-improvement digest (#789)
1235,d90784d1754c0582b5ae4875c3c79917245fbb2d,2026-06-23T18:06:51Z,release,yes,deploy_release,deploy_release,,3,33,2,release: 2026.6.23
1236,9cbe6a5baeeeefd7b1135e1da04dfd61e42e8689,2026-06-23T19:47:41Z,docs,no,providers;ui_ux;testing_quality,testing_quality,,6,252,4,docs: document Loops/Harness tabs + audit-docs coverage pass
1237,528ed1bc55fb46742214eb322fe5d179a54f8735,2026-06-23T19:54:40Z,docs,no,providers,,,3,50,19,docs: tune demo seed for a realistic Harness screenshot
1238,fc86c671ae1c18a87f463af6de05ddb950f0bec4,2026-06-25T23:55:09Z,feat,no,drones;workers;messaging;resources;settings;providers;testing_quality,workers;messaging,#873,11,721,124,feat(messages): stop single-worker fan-out from waking the fleet (#873)
1239,0a35a73e79d3104d759da4d69b3fe159873b36d1,2026-06-26T00:55:33Z,feat,no,tasks;queen;providers;testing_quality,tasks,#876,14,539,5,feat(tasks): first-class blocked-on-external task state (#876)
1240,6d86d66d0d55ce7392a8e8d2940b37edb773dfbf,2026-06-26T15:38:13Z,fix,no,tasks;drones;workers;security_auth;resources;settings;providers;testing_quality,tasks;drones,#894,13,560,13,fix(drones): stop duplicate program auto-synthesis + auto-dispatch of HOLD/retracted work (#894)
1241,b3ba66125ca475e85f23371b9d762606516ae6ca,2026-06-26T19:23:28Z,feat,no,tasks;queen;workers;resources;settings;providers;testing_quality,queen,#913,10,643,2,feat(coordination): engagement-aware queen prompts + duplicate-handoff suppression (#913)
1242,9e85046d8c8c8ed133ef6ef908be0a49441f9ba8,2026-06-27T19:36:57Z,style,no,terminal;mobile_pwa;ui_ux,terminal;mobile_pwa;ui_ux,,2,12,20,style(dashboard): move mobile terminal d-pad to top-right
1243,370a7b13c62605e09115822b59c6e6d24938b20f,2026-06-27T20:12:04Z,release,yes,terminal;workers;mobile_pwa;deploy_release,deploy_release,,3,15,2,release: 2026.6.27
1244,5f2ee1883ff98477ada44ae2b57ea0db52421168,2026-06-28T13:30:13Z,docs,no,providers;testing_quality,providers,,4,18,9,docs: fix MCP tool-count drift and refresh doc references
1245,335ca1bdbb1081a7c287db5e603907844eee7888,2026-06-28T22:25:52Z,feat,no,tasks;queen;drones;workers;providers;testing_quality,tasks;queen,#939,8,287,17,feat(coordination): #939 four coordination refinements + queen assign of unassigned tasks
1246,a9f00d6cad22c33bacfb1deea382c9343719e009,2026-06-28T22:41:07Z,style,no,ui_ux;testing_quality,ui_ux;testing_quality,,2,1,3,style(tests): sort imports to satisfy CI ruff 0.15.20 (I001)
1247,664bd54c67440f390d93293ad04a6084f2241a6c,2026-06-28T23:53:59Z,chore,no,testing_quality,testing_quality,,1,5,1,chore(deps): pin ruff==0.15.20 to match CI
1248,440ba60d46faeaa03226a4e1f18c49ed56853080,2026-06-29T00:01:27Z,fix,no,tasks;testing_quality,tasks,#876,2,36,1,fix(invariants): call active_tasks property without () — dead reconciler
1249,0907dcb3ca78fd59bdfa8062ab4823167b76af06,2026-06-29T16:32:16Z,feat,no,tasks;workers;providers;testing_quality,tasks;workers,#941;#939,2,104,1,feat(coordination): #941 let a worker self-close its own BLOCKED task
1250,0004c1ea6658648f3fe2a10e595e03440e712b17,2026-07-01T15:24:27Z,fix,no,tasks;queen;drones;workers;jira;settings;providers;testing_quality,providers;testing_quality,,16,184,64,"fix: audit remediation — blocking-IO, MCP error logging, type safety, dead code, test gaps"
1251,0e3d0f3f3082c752ef4ea2ba42f56fdba416443f,2026-07-08T20:04:14Z,feat,no,tasks;email;security_auth;messaging;ui_ux;testing_quality,tasks;email,,5,557,6,feat(tasks): import emails from Outlook via Graph (multi-select → tasks)
1252,874fc6694aa32dc787e777ebb04cca58161d8b70,2026-07-08T20:25:36Z,fix,no,tasks;workers;providers;testing_quality,tasks,,2,27,0,fix(tasks): run smart_title LLM in a neutral cwd (stop project-context drift)
1253,8f591138d98540aa6f213d54ec6b9d8e5a2d6679,2026-07-08T22:03:16Z,fix,no,terminal;recovery;ui_ux,terminal;recovery;ui_ux,,1,13,2,fix(dashboard): skip xterm WebGL renderer on macOS (right-click tab crash)
1254,923f4408c21fd778a0da308e2526f1bba0d07b2a,2026-07-12T16:00:13Z,fix,no,mobile_pwa;recovery;ui_ux,mobile_pwa;recovery;ui_ux,,2,75,6,fix(dashboard): force WS reconnect on mobile resume (zombie socket)
1255,201ce06f2d3edd026ff79d491a932db4fed80d60,2026-07-13T20:09:50Z,chore,no,providers;deploy_release;testing_quality,deploy_release,,5,9,11,chore: update GitHub account references bschleifer -> miopea
1256,e426830824ebd29cd10f18e208fa9420c64b0a6c,2026-07-16T21:37:11Z,release,yes,tasks;queen;drones;messaging;resources;settings;providers;deploy_release;testing_quality,deploy_release,,29,1165,77,release: 2026.7.16
1257,3386a53ba895300844c388d93a3d9287a81806da,2026-07-17T02:08:27Z,release,yes,queen;deploy_release,deploy_release,,5,26,3,release: 2026.7.17
1258,6add24ca13429e5846db567ab315ad72d199c20b,2026-07-18T00:33:37Z,release,yes,worker_state;resources;deploy_release;ui_ux,deploy_release,,5,54,23,release: 2026.7.18
1259,e97ea036eba5ed5d13739928079c43145523fa3c,2026-07-23T18:45:57Z,release,yes,tasks;workers;resources;deploy_release;ui_ux,deploy_release,,4,19,2,release: 2026.7.23
1260,04fee350a91c5da8c842d4129c6f0dce38e68aab,2026-07-23T19:04:17Z,release,yes,security_auth;providers;deploy_release;testing_quality,deploy_release,,8,280,14,release: 2026.7.23.2
1261,61c4dbf393ea53d07f2f5ea41ee5c6f07a35e12b,2026-07-23T19:37:23Z,release,yes,security_auth;settings;providers;deploy_release;testing_quality,deploy_release,,14,1088,21,release: 2026.7.23.3
1262,b4ceb8f1e7b48f76e0330a0850d0be59cbc735b5,2026-07-23T19:58:06Z,release,yes,security_auth;providers;deploy_release;testing_quality,deploy_release,,7,199,19,release: 2026.7.23.4
1263,59e6f2461ccac491b868dd0deca73e08749a5a84,2026-07-23T22:15:48Z,release,yes,tasks;drones;messaging;providers;deploy_release;testing_quality,deploy_release,,14,394,74,release: 2026.7.23.5
1264,c26707c8c9001aab8406f1dfa2c6e15121144731,2026-07-23T23:30:35Z,release,yes,terminal;providers;deploy_release;testing_quality,deploy_release,,8,239,135,release: 2026.7.23.6
1265,5f761171ccd20bcd1950afc7e1fe1f5765b0706d,2026-07-23T23:45:59Z,release,yes,drones;providers;deploy_release;testing_quality,deploy_release,,5,78,10,release: 2026.7.23.7
1266,0e8030070920fb9e5818e5c3050406083f9aece0,2026-07-24T01:12:13Z,feat,no,drones;providers;testing_quality,drones;providers,,2,15,2,feat(providers): auto-approve read-only search tools in drone safe-list
1267,a571b5f7f92d3270a589fcb0b3f07f001923e01f,2026-07-24T13:13:28Z,fix,no,security_auth;providers;testing_quality,security_auth;providers,,4,130,8,fix(auth): don't gate same-machine MCP/OAuth on the public-tunnel token
1268,6bd4403e80ef9d1ccb032919280cd091114ffc71,2026-07-24T20:34:58Z,feat,no,mobile_pwa;security_auth;settings;testing_quality,,,4,362,0,feat(secrets): add Azure vault bootstrap
1269,f8372e2d590be43556f69a85129ca24bb4b5a047,2026-07-24T20:37:42Z,fix,no,testing_quality,testing_quality,,1,0,0,fix(secrets): avoid framework test discovery
1270,ac905ca6013076aaaafdfeb9907995bf5e41c35b,2026-07-24T20:52:55Z,docs,no,tasks;providers,tasks,,1,77,0,docs(agents): document vault secret workflow
1271,cac94f637cf490c81a6cc7d7f7e92ecfa16035bf,2026-07-24T21:44:30Z,fix,no,tasks;workers;mobile_pwa;ui_ux;testing_quality,tasks;workers;ui_ux,,3,275,38,fix(dashboard): revive the dead Command Center init; keep the task board mounted
1272,c710478e68c90e6ed299eea7e032fa247680547c,2026-07-24T21:51:08Z,release,yes,workers;deploy_release,deploy_release,,3,15,3,release: 2026.7.24
1273,c4a9210cf9af4501ab80ea82ebe865109e9cfacf,2026-07-26T04:21:57Z,refactor,no,mobile_pwa;settings;providers;testing_quality,testing_quality,,5,0,439,refactor(secrets): retire the Azure Key Vault tooling
1274,a6a0db59cdb3ba3da41900e305d6c446ea28f71d,2026-07-26T17:29:24Z,docs,no,providers,,,1,45,0,docs: point secret handling at 1Password
1275,931529b942b60c6765ff6f5a309f3ca22668e155,2026-07-26T21:53:46Z,release,yes,mobile_pwa;deploy_release,deploy_release,,4,26,7,release: 2026.7.26
1276,519e7cc0958cca0d003a7ca9356f328a53744495,2026-07-26T23:50:24Z,chore,no,providers;deploy_release;testing_quality,deploy_release;testing_quality,,2,31,0,chore: ignore coverage and hook-install artifacts
1277,d3bd5291d98304c40feeba48c369771f258e262b,2026-07-27T00:18:58Z,fix,no,terminal;tasks;deploy_release;testing_quality,testing_quality,,14,147,34,"fix: clear the 7 test warnings, two of which hid production bugs"
1278,2bbe28642139d8b678af6ae0007beb3bdca6a215,2026-07-27T00:19:42Z,release,yes,deploy_release;testing_quality,deploy_release,,3,11,6,release: 2026.7.27
1279,b73bb09765af92129a00bd906c721ec860231e63,2026-07-30T14:33:49-04:00,fix,no,tasks;security_auth;testing_quality,security_auth,#1051;#7,3,102,3,fix(ci): make the security-audit step capable of failing (#1051) (#7)
1280,0ae5e38bd8771095c644b1f5c93474f94434975a,2026-07-30T17:09:48Z,fix,no,workers;deploy_release;ui_ux;testing_quality,ui_ux,,3,215,6,"fix: swarm init hands you the dashboard link, not a command that errors"
1281,14b6b1ad2ca97aceccb3bb69a37c5807349354e1,2026-07-30T17:10:11Z,fix,no,tasks;drones;worker_state;workers;recovery;providers;testing_quality,workers;providers,#1045,13,409,45,fix: validate worker identity at the MCP boundary (#1045)
1282,d96d50d5e13fd9bb2de168c41a79b66f0984a6ee,2026-07-30T17:49:52Z,fix,no,terminal;workers;settings;testing_quality,workers;settings,#1055,3,125,19,"fix: write identity files for configured workers, not just running ones (#1055)"
1283,50aeccb6b2c5c2dbea7047050a378140b58e241f,2026-07-30T18:12:14Z,fix,no,tasks;queen;providers;testing_quality,tasks,#1057,4,120,8,fix: name the resolving fact when a reassign is refused (#1057)
1284,27f3bcc3fdf99735b41595d4fbed7ff7cef8e4d7,2026-07-30T18:50:44Z,fix,no,,,#1061;#1051,3,13,33,"fix(deps): bump aiohttp, cryptography and click to retire 25 advisories (#1061)"
1285,3925e58e10b35307ef95f06a0b3cbe5b05692c5f,2026-07-30T18:58:43Z,release,yes,tasks;workers;deploy_release,deploy_release,,3,10,2,release: 2026.7.30
1286,d96f10c7b19c9b7eb523d0c9dd342215838400c4,2026-07-30T19:16:41Z,fix,no,tasks;testing_quality,,#1062,5,174,17,"fix: make the type-check step gate, and fix the two errors it named (#1062)"
1287,56b9bc823580efe08759c6d5f4db232110c8600c,2026-07-30T19:17:19Z,docs,no,queen;providers,,#1055,1,41,0,docs: record why an identity fix doesn't reach a running session
1288,3595b3a8be86b064b62a567f578afdf880904e48,2026-07-30T19:25:38Z,ci,no,tasks;testing_quality,,#1081,1,9,1,ci: run PR checks regardless of base branch (#1081)
1289,3c17131a481f9b51c9b5de1e052548553caccac1,2026-07-30T19:52:52Z,feat,no,tasks;queen;workers;providers;testing_quality,tasks;queen,#1060,7,562,2,feat: swarm_edit_task / queen_edit_task — correct a filed task (#1060)
1290,328b5fcfb9f0da6ea93dc012541de6167d009803,2026-07-30T20:09:28Z,feat,no,tasks;queen;providers;deploy_release;testing_quality,tasks;deploy_release,#1059,5,326,33,feat: board.release — move an owned task from any holdable status (#1059)
1291,8d91868d95256dd7097dbf2dc4efffec1054949d,2026-07-30T20:18:37Z,feat,no,tasks;queen;worker_state;providers;testing_quality,,#1070;#1065;#299,7,394,4,feat: swarm_block_on_operator — declare a blocker on a human decision (#1070)
1292,3506990378e987f078c3fd52341ce30d8dc9af8f,2026-07-30T21:52:01Z,fix,no,drones;workers;messaging;testing_quality,workers,#1116,2,100,0,"fix: dedup auto-handoff spawns on the SOURCE SEND, not the row (#1116)"
1293,e9f99819168d7bc0f8517ab860981d97a55ea5f0,2026-07-31T00:13:55Z,fix,no,tasks;queen;ui_ux;testing_quality,tasks;queen;ui_ux,,3,114,17,fix(ui): the Queen view forgot whether you minimized the task panel
1294,a61c4766803eb8320285e66974d5cc59a11ae7c1,2026-08-01T06:09:20Z,release,yes,tasks;drones;worker_state;providers;deploy_release;testing_quality,deploy_release,#1159,7,113,5,release: 2026.8.1
1295,f57dce810f217b54bea7bbc954f0432049af8e95,2026-08-01T13:22:45Z,release,yes,tasks;providers;deploy_release;testing_quality,deploy_release,#1159,6,134,37,release: 2026.8.1.1
1296,fd3ffd32a60d44b71714eb9a50ac288153f31540,2026-08-01T13:31:28Z,release,yes,tasks;mobile_pwa;deploy_release;ui_ux,deploy_release,,4,32,2,release: 2026.8.1.3
1297,8ee3bf93ac0f0a69058f18940ca4185490a7913c,2026-08-01T16:12:33Z,docs,no,deploy_release,,,1,6,0,"docs(changelog): backfill entries for 2026.8.1, .2 and .3"
1298,8a4c51554f3e04da77b78ca14af5fc0b66a6960a,2026-08-01T19:00:07Z,release,yes,terminal;deploy_release;ui_ux;testing_quality,deploy_release,,7,184,5,release: 2026.8.1.4
1299,f5b820a4d1e40a4606c0ba7f789a41b0e9b65a65,2026-08-02T13:42:21Z,release,yes,tasks;drones;workers;messaging;deploy_release;testing_quality,deploy_release,#1182,8,463,34,release: 2026.8.2
1300,3f34e61317f0f335a61b71501088a6b11c72953d,2026-08-02T14:19:02Z,release,yes,terminal;tasks;messaging;resources;deploy_release;testing_quality,deploy_release,,5,259,25,release: 2026.8.2.2
1301,374080448ed62b66db4d1d82b57e138d479ed23c,2026-08-02T14:49:23Z,release,yes,workers;deploy_release;testing_quality,deploy_release,,7,490,85,release: 2026.8.2.3
1302,5670b30d552f9915ba8c174964858d24d22a95c0,2026-08-02T15:30:39Z,release,yes,terminal;queen;workers;settings;providers;deploy_release;testing_quality,deploy_release,,17,406,19,release: 2026.8.2.4
1303,444d3ecebd8516d1bc054fd7adeeca6c93d8fc76,2026-08-02T16:13:40Z,release,yes,workers;deploy_release;testing_quality,deploy_release,,4,114,3,release: 2026.8.2.5
1304,0e11e075711c24de3522bdb447b005a72f650fed,2026-08-02T16:38:34Z,release,yes,drones;resources;deploy_release;testing_quality,deploy_release,,8,397,18,release: 2026.8.2.6
1305,cf75b9457de93bcbe39949089d14d84567a7b519,2026-08-04T17:49:27Z,release,yes,terminal;workers;deploy_release;ui_ux;testing_quality,deploy_release,,17,924,10,release: 2026.8.4
1306,bef68a337c8665d71e8c25f49894d154f4fd7d64,2026-08-04T17:53:28Z,release,yes,mobile_pwa;deploy_release;ui_ux,deploy_release,,4,29,3,release: 2026.8.4.2
1307,82affc402a879d072881561686ec55d5e17e6852,2026-08-04T18:43:38Z,release,yes,terminal;workers;deploy_release;testing_quality,deploy_release,,8,136,17,release: 2026.8.4.3
1308,7537f53fe8a9147aabb30077a5afe503fbba10d1,2026-08-04T20:41:08Z,release,yes,terminal;mobile_pwa;settings;deploy_release;ui_ux;testing_quality,deploy_release,,15,612,179,release: 2026.8.4.4
1309,a4672c0d1ca65e53e0d2a6f8a8a965dacdd15b17,2026-08-04T21:43:02Z,release,yes,workers;providers;deploy_release;ui_ux;testing_quality,deploy_release,,11,339,16,release: 2026.8.4.5
1310,d2c8a20916932f5fef3d83cf2352e39d80ae3037,2026-08-04T22:20:01Z,release,yes,settings;providers;deploy_release;testing_quality,deploy_release,#1241,7,595,43,release: 2026.8.4.6
1311,da43b362a9965fce861730ba40775fc8fde81fd5,2026-08-04T23:37:05Z,docs,no,providers,providers,,2,594,616,docs: cut CLAUDE.md for the prompt ablation
1312,f64e8bfd5bf32e24a6b3e6901de26dce3ea55d26,2026-08-05T00:26:02Z,release,yes,workers;deploy_release;testing_quality,deploy_release,#1248,10,23,8,release: 2026.8.5
1313,6eef5471131dbaa7537921492d5987a9ded2832b,2026-08-05T01:17:32Z,release,yes,queen;mobile_pwa;deploy_release;ui_ux;testing_quality,deploy_release,,6,248,19,release: 2026.8.5.2
1314,10b05ef507c0bee4332adc20a3039b7da4c903a1,2026-08-05T01:18:47Z,fix,no,providers;testing_quality,testing_quality,,2,0,2,fix(docs): drop trailing blank line (markdownlint MD012)
1315,d7ae2831d0e152db9951fcb4fa91ca3c6af2dbfe,2026-08-05T01:24:39Z,release,yes,worker_state;workers;deploy_release;ui_ux;testing_quality,deploy_release,,5,60,2,release: 2026.8.5.3
1316,388346e64f4a2330546b0e52796db36a16831d55,2026-08-05T18:23:47Z,release,yes,settings;deploy_release;ui_ux;testing_quality,deploy_release,,8,246,19,release: 2026.8.5.4
1317,24f0bd45fce54aa408cd13aa5917922904fd04d4,2026-08-05T19:31:29Z,release,yes,terminal;tasks;drones;workers;providers;deploy_release;testing_quality,deploy_release,,14,796,13,release: 2026.8.5.5
1318,90af1ef6fec20f74c51f72d8f4636a00be0ff21d,2026-08-05T19:40:00Z,docs,no,workers;providers;deploy_release;testing_quality,testing_quality,,1,6,2,"docs: replace the derivability test with a cost test, and restore orientation"
1319,2ef7cd591d3b02a46deddfbf4daad48121125fd3,2026-08-05T19:44:48Z,release,yes,drones;mobile_pwa;deploy_release;testing_quality,deploy_release,#1265,6,217,2,release: 2026.8.5.6
1320,84bdb41018aa4ab719a8735b4243cc96b729faf2,2026-08-05T20:00:35Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,#1104,5,412,2,release: 2026.8.5.7
1321,a0410aaf821c8f31ee88cd132b341b7f86093456,2026-08-05T20:20:03Z,release,yes,tasks;queen;drones;providers;deploy_release;testing_quality,deploy_release,#1268,11,642,55,release: 2026.8.5.8
1322,46b149b9ade2840fd58b28d158bd595646b8a565,2026-08-06T01:40:00Z,release,yes,tasks;deploy_release;ui_ux;testing_quality,deploy_release,,8,311,3,release: 2026.8.6
1323,31db97fe67c23c2f80f1d452ec811f22fff3ed73,2026-08-06T01:50:05Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,#1279,5,103,13,release: 2026.8.6.2
1324,2499d8a926051eecd04fd5f98a411aef2e1e255a,2026-08-06T02:15:02Z,release,yes,tasks;deploy_release;ui_ux;testing_quality,deploy_release,,10,416,16,release: 2026.8.6.3
1325,fde2d244a730c068549f596de00ba2f80a50d38c,2026-08-06T02:35:17Z,release,yes,tasks;providers;deploy_release;testing_quality,deploy_release,#1270,5,259,9,release: 2026.8.6.4
1326,530f0dba4cb991072d15309cbbde3d245321385a,2026-08-06T02:35:34Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,,7,174,19,release: 2026.8.6.5
1327,9cd132fa04ffa32670e81815b1d85765b8d0da64,2026-08-06T02:41:05Z,release,yes,workers;deploy_release;testing_quality,deploy_release,,7,147,16,release: 2026.8.6.6
1328,290425697c47e8b451b2a380fe36be0787fa0c3f,2026-08-06T02:57:18Z,release,yes,tasks;drones;worker_state;workers;messaging;deploy_release;testing_quality,deploy_release,#1282,9,261,23,release: 2026.8.6.7
1329,40fb4da6adc93072afd78b3e0bfcbfa897703d17,2026-08-06T03:07:07Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,#1283,7,135,22,release: 2026.8.6.8
1330,7440fcce59055d2ffbd1b95fefc74a708ab3cffb,2026-08-06T10:24:11Z,release,yes,tasks;queen;drones;worker_state;workers;recovery;providers;deploy_release;testing_quality,deploy_release,#1284,43,164,99,release: 2026.8.6.9
1331,c8e86468dd6ddbfd3527c4b1fa4cc9567d43c6bb,2026-08-06T11:09:30Z,release,yes,tasks;workers;messaging;deploy_release;testing_quality,deploy_release,#1275,5,337,3,release: 2026.8.6.10
1332,2e810de71d02eb3b9c3105a724350f22e6407227,2026-08-06T11:22:44Z,release,yes,deploy_release;testing_quality,deploy_release,#1285,5,206,2,release: 2026.8.6.11
1333,174028dc78b13b89bc2c2ab8c65d8376e21aa8fb,2026-08-06T11:38:08Z,release,yes,tasks;providers;deploy_release;testing_quality,deploy_release,#1286,6,221,8,release: 2026.8.6.12
1334,8de360d52f51db0d3306356c34a6e714e80b2f90,2026-08-06T12:31:10Z,release,yes,tasks;drones;providers;deploy_release;testing_quality,deploy_release,#1269,8,745,2,release: 2026.8.6.13
1335,7be46966772414acb5f2a18363817f36b6c8efd0,2026-08-06T12:45:55Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,,5,79,4,release: 2026.8.6.14
1336,016dda22627d74dd8e0f1c18c12c5fb9ed1752d2,2026-08-06T14:21:52Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,#1287,5,77,35,release: 2026.8.6.15
1337,7f3e72a472a40078887e21ee083d02d853051fb1,2026-08-06T14:49:48Z,release,yes,tasks;drones;providers;deploy_release;testing_quality,deploy_release,#1274,13,633,5,release: 2026.8.6.16
1338,23853592c8fb0678fa080d8d9ec86890abce58d4,2026-08-06T16:08:33Z,release,yes,terminal;tasks;deploy_release;testing_quality,deploy_release,,6,331,5,release: 2026.8.6.17
1339,f4747ef77b7fb3adde0884a44a75b091c44cb5ac,2026-08-06T16:23:33Z,release,yes,tasks;providers;deploy_release;testing_quality,deploy_release,#1289,7,285,10,release: 2026.8.6.18
1340,c9829370d969e6e58f4ce9928f87478d1f093ed3,2026-08-06T17:42:33Z,release,yes,tasks;workers;mobile_pwa;deploy_release;ui_ux;testing_quality,deploy_release,#1291,7,217,58,release: 2026.8.6.19
1341,4d6d6adcbd0236328e855209004c115c110790e5,2026-08-06T17:47:46Z,release,yes,tasks;mobile_pwa;deploy_release;testing_quality,deploy_release,#1291,5,69,2,release: 2026.8.6.20
1342,1c72fe19d07b1cde524219ea13c1aa2b60c466f6,2026-08-06T17:59:29Z,release,yes,workers;mobile_pwa;deploy_release;ui_ux;testing_quality,deploy_release,#1291,7,237,2,release: 2026.8.6.21
1343,20a3c28a1fea2c6a87822ea3674e90406b5314f2,2026-08-06T18:17:19Z,release,yes,workers;mobile_pwa;deploy_release;testing_quality,deploy_release,#1291,6,99,35,release: 2026.8.6.22
1344,23c8c5d979416e170703b223e76c95d73db9dcba,2026-08-06T18:44:48Z,release,yes,queen;mobile_pwa;deploy_release;ui_ux;testing_quality,deploy_release,,7,110,26,release: 2026.8.6.23
1345,e36d50ad8e4835619271a8dc6f59d87ceb1226f4,2026-08-06T18:45:19Z,fix,no,queen;recovery,queen;recovery,,1,22,0,"fix(queen): a refused tool call is a fact, not a retry signal"
1346,be0e1ab1facfe0e094ee1c41635023709983418d,2026-08-06T19:00:06Z,release,yes,workers;deploy_release;ui_ux;testing_quality,deploy_release,#1292,5,193,10,release: 2026.8.6.24
1347,4d696b4a429de4e753db519f29663c921cfe602d,2026-08-06T19:24:54Z,release,yes,messaging;recovery;deploy_release;ui_ux;testing_quality,deploy_release,,6,253,4,release: 2026.8.6.25
1348,95b1fb1989eb516446e3a23a77a4b211841bf6e8,2026-08-06T19:37:52Z,release,yes,tasks;workers;deploy_release;testing_quality,deploy_release,#1294,4,104,2,release: 2026.8.6.26
1349,214b4e121bbe38f94a5d6a7d32ef38cd9ba4bd5d,2026-08-06T19:48:23Z,release,yes,providers;deploy_release;testing_quality,deploy_release,#1294,4,244,2,release: 2026.8.6.27
1350,da55ad68d7f325dbd3a07c470e43f0ec37fd25b1,2026-08-06T20:00:44Z,release,yes,tasks;deploy_release;ui_ux;testing_quality,deploy_release,#1294;AC-4,5,169,3,release: 2026.8.6.28
1351,d232bedb2c82ea2be53b934da9a5e49f6448e28c,2026-08-06T21:22:00Z,release,yes,tasks;workers;messaging;recovery;deploy_release;testing_quality,deploy_release,#1294,5,130,24,release: 2026.8.6.29
1352,d680b8edb9fc80ba840ca2f29cdfb2fe75d32418,2026-08-06T22:54:28Z,release,yes,tasks;queen;providers;deploy_release;testing_quality,deploy_release,#1298,12,702,8,release: 2026.8.6.30
1353,421b4a379b66a683508059a2e21dc225c8d27e22,2026-08-07T00:42:49Z,release,yes,mobile_pwa;deploy_release;ui_ux;testing_quality,deploy_release,,5,85,2,release: 2026.8.6.31
1354,28e773d1eeb17a7f494dfb0be0b8dd9ef5b08edb,2026-08-07T00:43:20Z,docs,no,messaging,,,0,0,0,"docs: 421b4a3 shipped 2026.8.7, not 2026.8.6.31"
1355,008153ba3576f8ef21531859d3e23935f3d34e21,2026-08-07T01:12:54Z,release,yes,tasks;workers;deploy_release;ui_ux;testing_quality,deploy_release,,6,224,6,release: 2026.8.7.2
1356,ba91f571c46232ad00cb60781fd44ae26e67fe8f,2026-08-07T01:31:00Z,release,yes,tasks;queen;providers;deploy_release;testing_quality,deploy_release,,9,269,18,release: 2026.8.7.3
1357,68264d8689baf20379ce68850e9bb1e5c8f051bb,2026-08-07T15:24:50Z,release,yes,tasks;deploy_release;ui_ux;testing_quality,deploy_release,,6,142,8,release: 2026.8.7.4
1358,b5acb711845a6e44354dad60926de1817c004028,2026-08-07T15:46:55Z,release,yes,tasks;deploy_release;ui_ux;testing_quality,deploy_release,,9,350,8,release: 2026.8.7.5
1359,ea9ff5294571df5fc6d9ecb2d4f05a99224f6676,2026-08-07T16:29:52Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,,6,91,3,release: 2026.8.7.6
1360,e4e06dbd9e76a1cc1bec6a5b0c00b84560dc64d9,2026-08-07T17:13:52Z,release,yes,tasks;queen;providers;deploy_release;testing_quality,deploy_release,,10,238,49,release: 2026.8.7.7
1361,2fea09adf2de97abfdfa80b2511543d2d80c0085,2026-08-07T17:23:20Z,release,yes,tasks;deploy_release;testing_quality,deploy_release,,8,267,33,release: 2026.8.7.8
1362,912db9c9a9f73a344d2295e5f0d6eb2a4b3dd096,2026-08-07T17:34:44Z,release,yes,tasks;deploy_release;ui_ux;testing_quality,deploy_release,,7,403,18,release: 2026.8.7.9
1363,85896dd7a64dee6fbc5708b2f2ac305b55f44d93,2026-08-07T17:46:31Z,release,yes,deploy_release;ui_ux;testing_quality,deploy_release,,6,91,2,release: 2026.8.7.10
1364,83b545c6efab26f7cbbb4664186ae2ee3135c5c3,2026-08-07T19:18:23Z,release,yes,terminal;tasks;jira;deploy_release;testing_quality,deploy_release,,9,308,144,release: 2026.8.7.11
1365,1846c11072058c34fa364874852465f3878859ce,2026-08-07T19:24:46Z,release,yes,tasks;jira;deploy_release;testing_quality,deploy_release,,8,211,5,release: 2026.8.7.12
1366,f612fb1741204f29f3488796c06908e97ac87e67,2026-08-07T19:32:11Z,release,yes,tasks;jira;deploy_release;testing_quality,deploy_release,,10,391,8,release: 2026.8.7.13
1367,e3ff057ea66d461f112a8ac7d09741f689f1c3ca,2026-08-07T19:32:38Z,docs,no,jira;messaging,messaging,,0,0,0,docs: restore a word bash ate from f612fb1's message
1368,67eca665bbcb51e4bca62d56b9bfa73edb025481,2026-08-07T22:31:31Z,release,yes,jira;recovery;deploy_release;testing_quality,deploy_release,,5,107,3,release: 2026.8.7.14
1369,e82e63d806b65317655cb7d4e6f8a8920bc5660c,2026-08-07T23:30:05Z,docs,no,jira,jira,,1,260,0,docs(spec): Jira integration v2 — multi-dev scope and sync semantics
